Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Lera Lynn,Shape Shifter,34,0.805,0.684,11,-8.304,0,0.0295,0.00601,0.0781,0.12,0.962,130.042,231227,4,2
Icon For Hire,Brittle,53,0.623,0.881,11,-4.633,0,0.0511,0.00247,,0.132,0.238,145.975,208500,4,10
Junior Mesa,All Or Nothin,45,0.606,0.63,5,-7.867,0,0.0603,0.237,,0.149,0.707,74.982,148083,4,9
Oliver Malcolm,Runaway,,0.691,0.753,11,-6.098,0,0.0634,0.000266,0.31,0.107,0.886,157.903,125689,4,10
Dro Kenji,Kill Cupid,62,0.77,0.58,4,-6.371,1,0.0461,0.0136,,0.111,0.202,115.98,249475,4,5
Carlos Cipa,Surges (variation),47,0.41,0.0123,,-29.161,0,0.0419,0.993,0.9,0.0871,0.0355,119.505,320000,4,1
Ulver,Ulvsblakk,36,0.589,0.358,9,-9.943,0,0.0348,0.752,0.749,0.107,0.1,117.011,416157,4,8
Wind on Tin,Jess Williamson,33,0.576,0.451,9,-9.024,0,0.0275,0.415,0.139,0.128,0.302,109.98,3.108483333,4,0
Maximillian,Love Like This,60,0.696,0.488,3,-8.398,1,0.0489,0.273,,0.594,0.425,140.181,167289,4,9
Black Stone Cherry,Me and Mary Jane,49,0.458,0.931,6,-3.806,0,0.111,0.0014,0.000105,0.135,0.695,84.954,248147,4,10
lentra,o shit!,55,0.829,0.631,1,-7.876,1,0.106,0.875,0.0123,0.109,0.792,106.863,136822,4,6
The Fall of Troy,Mouths Like Sidewinder Misssles,46,0.383,0.883,,-4.854,1,0.0978,0.0057,0.0216,0.21,0.392,123.9,224347,4,10
Caspr,Coke Nose,3,0.668,0.645,1,-5.986,0,0.0483,0.0131,1.65E-05,0.138,0.424,155.013,164118,4,5
The Sweetgreens,Moon River,59,0.601,0.0371,2,-25.963,0,0.0399,0.885,0.578,0.0991,0.121,112.603,3.225216667,4,7
Noa Faran,The Rumour,12,0.854,0.628,11,-6.359,0,0.13,0.427,,0.15,0.619,99.972,162147,4,5
Jade Like The Stone,Fire In The Blood - Live Masterlink Session,16,0.604,0.462,7,-9.875,0,0.0394,0.455,0.00109,0.0801,0.565,86.025,257430,4,10
Catatonia,Mulder and Scully,49,0.512,0.813,6,-5.294,0,0.0428,0.0299,,0.0765,0.597,108.798,251266,4,6
Dashboard Confessional,Vindicated,54,0.513,0.811,3,-3.391,1,0.0348,0.0272,,0.0855,0.323,86.012,201347,4,10
Fifty Foot Hose,If Not This Time,25,0.297,0.617,2,-9.132,1,0.0338,0.268,0.00861,0.112,0.345,171.977,218667,4,2
Tai Verdes,DRUGS,67,0.868,0.449,8,-7.713,1,0.0694,0.107,,0.631,0.746,106.852,159547,4,9
Larry Tee,Licky (Work It Out) - Herv√© Goes Low Remix,18,0.943,0.891,7,-3.567,1,0.366,0.0477,0.000181,0.0704,0.679,125.959,359987,4,1
The Bright Light Social Hour,Sun King,40,0.556,0.683,1,-9.149,0,0.0374,0.101,0.0577,0.229,0.694,101.006,190135,4,6
The Sleepy Jackson,Good Dancers,44,0.529,0.841,11,-4.724,0,0.0301,0.0426,0.0136,0.144,0.725,111.997,252133,4,1
King Gizzard & The Lizard Wizard,Automation,50,0.375,0.661,6,-7.113,0,0.0362,2.29E-05,0.0135,0.23,0.512,91.611,209804,4,6
Edwin McCain,T.C.B. or T.Y.A.,34,0.74,0.958,10,-2.236,1,0.154,0.251,5.84E-06,0.213,0.83,104.069,218507,4,10
BTS,Dynamite,89,0.746,0.765,6,-4.41,0,0.0993,0.0112,,0.0936,0.737,114.044,199054,4,9
Ustad Raees Khan,Hans Dhuni,25,0.508,0.65,9,-9.123,1,0.0286,0.404,0.349,0.0664,0.173,99.925,3.987,4,0
The Used,Cathedral Bell,38,0.424,0.57,4,-7.031,0,0.159,0.00278,0.709,0.311,0.495,180.043,184707,1,10
Steven Wilson,PERSONAL SHOPPER,46,0.594,0.639,7,-12.519,1,0.0346,0.0546,0.111,0.112,0.218,124.997,589307,4,10
Hadag Nahash,◊©◊û◊©,43,0.551,0.68,11,-6.866,0,0.0383,0.441,0.000109,0.409,0.387,79.979,214756,4,5
Brant Bjork,Chocolatize,34,0.364,0.911,10,-7.905,0,0.0419,0.0385,0.000277,0.204,0.68,102.666,154976,4,10
Bone Crusher,Never Scared (feat. Killer Mike & T.I.) - Club Mix,57,0.586,0.927,11,-4.077,0,0.194,0.00924,1.85E-06,0.344,0.528,73.023,316133,4,5
Pearl Jam,Amongst The Waves,50,0.558,0.747,9,-6.07,1,0.0319,0.00371,,0.142,0.558,127.102,238880,4,10
Geva Alon,Hungry,16,0.56,0.307,1,-10.425,0,0.0322,0.8,3.05E-05,0.128,0.226,125.07,196200,4,6
Greta Van Fleet,Age Of Man,56,0.46,0.601,6,-5.486,0,0.0304,0.0377,0.715,0.0954,0.247,136.912,366187,4,10
AURORA,Runaway,89,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83E-05,0.104,0.123,114.089,248827,4,1
Reminisce,Ogaranya,46,0.794,0.742,5,-6.497,0,0.103,0.0352,0.00768,0.124,0.657,100.002,192888,4,9
Def Leppard,High 'N' Dry (Saturday Night),45,0.525,0.897,2,-7.373,1,0.0389,0.0251,0.765,0.131,0.88,121.427,206550,4,10
Lucy Dacus,Forever Half Mast,38,0.616,0.461,9,-10.313,1,0.0263,0.135,0.00312,0.124,0.333,109.985,242488,4,1
Naia Izumi,Soft Spoken,36,0.365,0.309,9,-12.458,0,0.0888,0.156,1.87E-06,0.0642,0.531,176.19,264000,3,1
Rami Fortis,◊ê◊™ ◊ú◊ê,19,0.569,0.753,7,-6.946,1,0.0376,0.00189,,0.619,0.376,94.289,206267,4,10
Nill,Control,47,0.561,0.777,11,-6.81,0,0.374,0.01,,0.752,0.489,119.952,208109,4,1
Liran Danino,◊¶◊û◊ê◊î ◊ú◊ê◊î◊ë◊î,48,0.645,0.494,1,-7.887,1,0.0357,0.525,,0.188,0.516,124.98,207536,4,9
Tupperwave,Happy,32,0.652,0.651,11,-7.578,1,0.0801,0.0593,0.203,0.108,0.416,94.982,176849,4,6
Sodhivine,Sitar Flex,12,0.699,0.662,8,-6.464,1,0.0364,0.00954,0.814,0.107,0.224,101.997,2.2353,4,0
Shlomo Artzi,◊¢◊ú◊ê◊©,34,0.53,0.45,4,-8.875,0,0.0376,0.75,,0.189,0.35,166.493,198133,3,10
tiLLie,loud mouth,38,0.585,0.891,9,-4.431,1,0.176,0.036,,0.0671,0.727,162.096,206216,4,10
Drenge,We Can Do What We Want,33,0.442,0.957,7,-5.12,1,0.0584,8.66E-05,0.734,0.108,0.374,95.006,176547,4,10
311,Good Feeling,55,0.687,0.898,4,-3.926,0,0.0464,0.00127,0.000444,0.0743,0.436,100.014,203913,4,10
Advaita,Spinning,20,0.543,0.442,8,-12.003,1,0.0259,0.839,0.39,0.148,0.388,110.036,6.656,4,0
Tame Impala,Breathe Deeper,68,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,372867,4,6
Dodgy,Staying Out For The Summer,26,0.36,0.852,7,-7.294,1,0.0576,0.0121,,0.246,0.698,143.689,185267,4,6
Tombs,The Hunger,19,0.577,0.919,,-7.437,1,0.0428,0.000162,0.0543,0.161,0.432,125.062,269867,4,8
The Lightning Seeds,Lucky You,50,0.572,0.857,4,-9.845,0,0.037,0.00341,0.0146,0.155,0.671,133.893,259667,4,6
Carol,Comfort Me,24,0.462,0.248,5,-13.261,0,0.0306,0.842,2.29E-05,0.0723,0.116,106.439,267065,3,6
"Bickram Ghosh, Kala Ramnath, Barry Phillips",Yatra,21,0.613,0.487,2,-10.833,1,0.0473,0.788,0.337,0.104,0.477,90.029,6.377783333,4,0
Omer Adam,◊ë◊°◊ï◊£ ◊î◊õ◊ú ◊ó◊ï◊ú◊£,38,0.432,0.347,4,-9.219,1,0.0299,0.802,,0.0751,0.463,96.005,211693,4,9
Eden Ben Zaken,Se√±orita,36,0.662,0.505,11,-10.236,1,0.0547,0.175,,0.0474,0.337,113.011,212711,4,9
System Of A Down,Sugar,70,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,153800,4,10
Nicki Minaj,Seeing Green (with Drake & Lil Wayne),80,0.573,0.867,5,-2.876,0,0.168,0.0853,,0.38,0.231,74.861,339506,4,5
Atrey,"Dark Prince, Pt. 3",46,0.694,0.831,1,-7.963,1,0.0448,0.000868,0.395,0.653,0.101,101.989,228028,4,6
Samantha Fish,Dirty,30,0.608,0.458,8,-9.11,1,0.0456,0.783,0.0485,0.125,0.3,156.088,207307,4,2
Sparrow & Bird,Litania,57,0.531,0.0282,8,-20.689,1,0.0337,0.596,0.314,0.114,0.157,94.739,3.919583333,4,7
"Geeta Dutt, Kishore Kumar",De Bhi Chuke Hum Dil Nazrana,2,0.644,0.315,,-9.071,1,0.252,0.903,0.00135,0.107,0.917,129.623,3.316216667,4,3
Jean Loup,Torino,22,0.556,0.753,4,-7.7,0,0.0464,0.000508,0.0244,0.0926,0.391,134.859,251373,4,10
Beastie Boys,Sure Shot,57,0.692,0.799,1,-7.924,1,0.164,0.388,,0.301,0.549,97.978,199667,4,1
Itay Levi,◊î◊ï◊ú◊õ◊™ ◊ô◊ó◊§◊î,41,0.712,0.537,1,-7.144,1,0.0562,0.429,,0.107,0.556,112.041,192313,4,9
Eden Hason,◊©◊ï◊©◊†◊ô◊ù ◊¢◊¶◊ï◊ë◊ï◊™ (◊ô◊©◊®◊ê◊ú ◊ë◊ô◊ì◊ï◊®),56,0.571,0.442,8,-10.914,0,0.0429,0.746,,0.0997,0.308,140.027,209143,3,9
The Orphan The Poet,The Moxie,45,0.673,0.782,,-5.456,1,0.0817,0.00166,1.85E-05,0.341,0.883,135.082,163333,4,1
Jay Prince,THE WORD,43,0.391,0.612,8,-8.569,0,0.134,0.579,1.86E-06,0.103,0.515,80.751,232476,4,5
Coldplay,The Scientist,83,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46E-05,0.11,0.213,146.277,309600,4,9
Blanco White,We Know Who U R - Recorded at Spotify Studios NYC,,0.351,0.293,5,-11.491,0,0.029,0.688,0.0101,0.111,0.211,146.868,3.70471667,4,0
Beartooth,Hated,62,0.458,0.99,8,-3.717,1,0.183,0.000285,0.000893,0.454,0.46,166.904,211430,4,8
Widespread Panic,Climb to Safety,47,0.484,0.882,2,-4.456,1,0.0482,0.14,4.67E-06,0.124,0.777,105.063,281640,4,10
The Paul Butterfield Blues Band,Everything's Gonna Be Alright,23,0.592,0.745,,-8.249,1,0.0719,0.662,0.00013,0.245,0.93,138.002,178760,4,10
The Milkshakes,Ida Honey (Tell Me You'll Be Mine),12,0.474,0.683,2,-7.219,0,0.092,0.528,,0.197,0.834,118.71,135400,4,2
Beck,Where It's At - Album Version W/ Intro,46,0.673,0.673,2,-7.407,1,0.0582,0.243,0.0191,0.089,0.544,96.959,329800,4,10
Madonna,Like a Virgin - Live,39,0.599,0.911,6,-5.715,0,0.0367,0.00553,0.00439,0.561,0.382,121.911,4.216216667,4,9
The Big Moon,Your Light,54,0.595,0.714,7,-8.9,1,0.0277,0.00378,0.405,0.242,0.399,128.011,307076,4,1
COOL BOY,The Weekend,27,0.432,0.588,10,-11.736,1,0.0512,0.089,0.00794,0.19,0.378,171.909,199206,4,6
Stealers Wheel,Stuck In The Middle With You,72,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,208947,4,10
The Runaways,Cherry Bomb,68,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75E-05,0.131,0.495,136.59,138707,4,10
Lady A,Do Yo Thang,12,0.853,0.721,8,-7.227,1,0.26,0.261,,0.0867,0.623,120.059,205600,4,2
Vivi Vulture,Home Workout VHS,32,0.685,0.738,,-7.293,0,0.0425,0.0483,0.928,0.0714,0.663,112.481,164000,4,6
"B Praak, Tanishk Bagchi","Baras Baras (From ""Durgamati - The Myth"")",54,0.493,0.402,2,-6.629,1,0.0309,0.619,,0.0629,0.431,155.57,3.335916667,4,3
Corvus Corax,Hugin & Munin,42,0.43,0.757,2,-7.973,0,0.0514,0.303,0.732,0.158,0.288,132.019,311760,4,8
Mason Murphy,Crossroads,18,0.698,0.774,7,-5.144,1,0.0654,0.0887,0.00297,0.117,0.531,90.033,141333,4,2
Pras,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & M√Ωa),68,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46E-06,0.22,0.533,99.931,261133,4,5
Superbloom,Whatever,36,0.385,0.972,3,-3.816,0,0.0648,0.000193,0.000413,0.302,0.398,141.041,186635,4,1
Classic Jack,Tunnel Vision,43,0.352,0.936,7,-5.135,1,0.177,5.38E-05,0.000242,0.0851,0.473,199.988,169800,4,8
Conor Oberst,Air Mattress,23,0.385,0.944,9,-3.819,1,0.0946,0.0148,3.75E-05,0.16,0.717,153.68,133947,4,10
MWM,Time To Go,34,0.671,0.748,7,-9.591,0,0.059,0.00685,0.00367,0.104,0.0794,105.008,288000,4,6
"Jill Andrews, Seth Avett",I'm so in Love with You (feat. Seth Avett),45,0.527,0.15,,-10.357,1,0.0302,0.876,,0.125,0.269,93.048,3.7828,4,0
Uneven Structure,Hero,31,0.354,0.906,8,-7.683,1,0.0951,0.000358,5.83E-06,0.917,0.303,149.901,282493,1,8
H.E.R.,I Can't Breathe,64,0.703,0.705,1,-6.676,0,0.34,0.135,1.97E-06,0.0611,0.601,138.227,287322,4,5
Jordan Rakei,Wind Parade,54,0.653,0.573,5,-10.629,0,0.0352,0.344,0.297,0.0783,0.711,96.01,288640,4,1
Crazy Lixx,Blame It On Love,39,0.444,0.981,,-2.277,0,0.0548,0.00143,0.000443,0.345,0.4,124.019,245573,4,10
Coldplay,We Never Change,60,0.433,0.288,6,-10.801,0,0.0296,0.535,0.000169,0.105,0.131,136.939,249400,3,10
Joy Oladokun,Bigger Man (with Maren Morris),63,0.449,0.313,2,-10.328,1,0.0272,0.658,,0.116,0.211,157.864,186987,3,9
LaSalle Street Trio,When Sunny Gets Blue,51,0.585,0.131,5,-21.178,1,0.0341,0.964,0.923,0.113,0.285,76.121,5.294683333,4,7
Loverground,Be Patient,52,0.688,0.462,,-13.723,1,0.032,0.224,0.217,0.0987,0.35,114.036,216794,4,6
Phora,This Weekend (feat. Ty Dolla $ign),57,0.646,0.517,3,-8.991,1,0.341,0.388,,0.11,0.501,97.818,221575,4,5
Haunted Shores,Harrison Fjord,34,0.44,0.984,5,-6.091,1,0.112,2.84E-06,0.93,0.156,0.0382,104.979,311986,4,8
Reach NYC,Back From The Dead,40,0.544,0.991,8,-4.266,1,0.0682,0.000152,1.72E-05,0.182,0.322,97.781,223731,4,10
Lola Scott,The Eviction Song,15,0.441,0.651,6,-6.938,1,0.0398,0.0845,,0.164,0.383,175.924,179792,4,9
Kati Ran,Blodbylgje,42,0.112,0.404,7,-13.954,0,0.0414,0.871,0.138,0.345,0.066,74.13,922218,4,8
The Score,Revolution,69,0.574,0.833,8,-6.239,0,0.0563,0.0611,,0.105,0.574,86.008,231987,4,10
Arch Echo,To the Moon,37,0.479,0.979,2,-3.362,1,0.102,2.68E-05,0.426,0.318,0.495,108.376,252933,4,8
VTSS,To Whom All Lovers,32,0.705,0.804,1,-10.024,1,0.0815,0.181,0.262,0.0951,0.319,115.008,378192,4,1
The Last Dinosaur,Wholeness and the Implicate Order,28,0.208,0.564,8,-14.699,0,0.197,0.102,0.925,0.0871,0.299,96.774,346387,4,1
My Chemical Romance,Welcome to the Black Parade,77,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4,10
The Killers,Shot At The Night,64,0.51,0.802,5,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927,242507,4,10
Black Paisley,Save the Best,27,0.432,0.777,10,-6.229,0,0.0354,2.38E-05,,0.319,0.413,145.011,233468,4,10
Xile,So Much for Love,28,0.304,0.968,,-1.509,1,0.17,0.000156,0.524,0.156,0.352,159.457,175413,4,8
Hidden In Plain View,Bleed for You,44,0.384,0.874,5,-2.533,1,0.0378,0.000124,,0.245,0.267,95.055,230920,4,10
Abiotic,Smoldered,20,0.261,0.935,1,-10.595,1,0.109,2.26E-05,7.11E-05,0.0743,0.221,143.92,312271,4,8
Sanford Clark,The Fool,39,0.616,0.539,7,-9.339,1,0.0283,0.139,0.196,0.096,0.831,75.486,166000,4,10
Frances Forever,Space Girl,3,0.67,0.398,9,-9.14,1,0.0306,0.319,0.000113,0.38,0.219,125.983,3.85715,4,9
Julia Jacklin,"to Perth, before the border closes",52,0.589,0.274,2,-12.442,1,0.031,0.302,0.000829,0.107,0.23,95.666,176733,4,1
Gaye Su Akyol,Meftunum Sana,42,0.463,0.638,7,-10.456,1,0.0359,0.114,0.306,0.289,0.144,102.063,256861,4,10
Urban Dance Squad,Good Grief,38,0.449,0.936,2,-5.554,1,0.185,0.0438,5.11E-06,0.246,0.458,189.771,264307,4,10
Adele,Rolling in the Deep,77,0.73,0.769,8,-5.114,1,0.0298,0.138,,0.0473,0.507,104.948,228093,4,9
Stone Sour,Wicked Game - Acoustic; Live,67,0.561,0.337,8,-9.272,1,0.0284,0.644,8.79E-05,0.67,0.273,109.373,267253,4,10
The Cribs,Never Thought I'd Feel Again,32,0.374,0.973,7,-2.406,1,0.0876,0.00495,0.000215,0.34,0.458,134.159,249392,4,6
Ministry,Lay Lady Lay,45,0.409,0.788,7,-5.209,0,0.0316,3.21E-06,0.734,0.526,0.324,146.005,344600,4,8
Stereophonics,All In One Night,54,0.569,0.668,9,-6.109,0,0.0266,0.134,0.00408,0.0855,0.714,83.015,317187,4,10
The Charlie Daniels Band,The Devil Went Down to Georgia,60,0.517,0.535,,-12.027,1,0.0494,0.131,,0.085,0.933,135.087,3.58445,4,4
Kayzo,Tormenta,43,0.336,0.947,5,-2.247,0,0.0669,0.000731,0.174,0.917,0.205,150.054,199513,4,10
Godsmack,Awake,66,0.395,0.756,7,-4.12,1,0.0544,1.74E-05,0.00665,0.319,0.475,112.092,304373,4,10
Jesse Cook,Azul,48,0.71,0.339,8,-15.283,0,0.0389,0.748,0.891,0.143,0.615,141.989,4.307783333,4,7
Altin G√ºn,Leyla,43,0.462,0.753,1,-9.086,1,0.0343,0.0136,0.695,0.151,0.858,96.44,197754,4,6
Ms. Lauryn Hill,Doo Wop (That Thing),74,0.535,0.505,2,-8.926,0,0.245,0.0393,,0.0923,0.495,99.935,320267,4,5
Doyle Bramhall,Life by the Drop,41,0.511,0.686,1,-5.02,0,0.0278,0.017,0.00265,0.119,0.309,110.509,185693,4,2
Ezhel,Sakatat,60,0.857,0.545,4,-7.3,0,0.472,0.487,0.0152,0.337,0.57,107.038,156149,4,9
Parkway Drive,Vice Grip,59,0.48,0.988,11,-3.229,0,0.0838,3.17E-05,0.00432,0.389,0.252,124.041,263587,4,8
JVC Force,Strong Island,34,0.766,0.902,6,-6.36,1,0.0973,0.754,1.94E-06,0.183,0.958,95.883,359693,4,5
"Vijay Madhur, Sreevani Kakunje",Mohanakalyani Thillana Carnatic fusion,22,0.728,0.668,,-11.076,0,0.0491,0.312,,0.0802,0.409,125.005,3.424,4,0
Shiruetto,Rock Out,27,0.542,0.763,1,-5.613,1,0.0915,0.0422,0.000754,0.662,0.377,114.902,159651,4,6
The Cardigans,Erase / Rewind,62,0.743,0.697,11,-6.079,0,0.0276,0.000504,0.0126,0.106,0.585,103.642,218505,4,10
Lizz Wright,Seems I‚Äôm Never Tired Lovin‚Äô You,45,0.412,0.341,3,-9.178,1,0.0281,0.861,3.31E-06,0.108,0.167,109.978,283893,3,2
toe,tremolo+delay,42,0.43,0.888,11,-7.5,0,0.0398,0.107,0.918,0.107,0.529,88.834,183293,4,10
"Blood, Sweat & Tears",Spinning Wheel - Live at Woodstock,24,0.535,0.426,4,-13.536,0,0.0507,0.181,0.0211,0.273,0.631,96.929,296573,4,10
Remi Wolf,Monte Carlo,62,0.797,0.625,8,-4.893,1,0.0518,0.084,,0.222,0.883,145.008,143793,4,6
Incubus,A Certain Shade of Green,52,0.429,0.978,11,-4.88,1,0.126,0.000227,6.81E-06,0.0583,0.43,121.651,191360,4,8
Tamikrest,Tisnant an Chatma,42,0.329,0.887,6,-5.06,0,0.0516,0.331,0.82,0.085,0.565,156.898,290800,4,2
Scarlet Pleasure,What A Life (j'fais ma life) [feat. Suzane],46,0.725,0.564,9,-5.64,0,0.039,0.499,,0.074,0.548,113.881,185942,4,6
FEET,Petty Thieving,30,0.413,0.884,,-3.516,1,0.0459,0.002,0.000736,0.152,0.443,175.148,241533,4,6
LPB Poody,Batman,78,0.893,0.565,1,-4.74,1,0.268,0.0754,,0.0375,0.808,81.009,156432,4,5
DEVO,Whip It,65,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,161133,4,10
Savatage,Believe,41,0.272,0.508,,-9.564,1,0.0409,0.0355,0.000894,0.0855,0.118,62.473,342427,4,8
Revolting Cocks,Attack Ships on Fire,34,0.649,0.929,3,-13.082,1,0.0439,0.0302,0.77,0.339,0.517,131.711,294384,4,8
Gatlin,Whenever He Asks,36,0.535,0.606,9,-8.637,0,0.0713,0.357,0.000142,0.194,0.368,176.79,158520,3,9
Strawberry Alarm Clock,Incense And Peppermints,45,0.473,0.735,9,-8.921,1,0.0296,0.0603,,0.15,0.754,132.506,169800,4,1
Lonely The Brave,Black Mire,32,0.225,0.816,,-3.495,0,0.0396,5.11E-06,0.584,0.127,0.303,77.289,252253,4,10
Super Furry Animals,Golden Retriever,43,0.521,0.782,2,-4.942,1,0.0349,0.00424,0.0102,0.106,0.641,126.254,145760,4,10
Hamzaa,Write It Down - Acoustic,38,0.384,0.297,10,-6.773,0,0.0428,0.834,,0.0876,0.471,82.284,237709,4,9
Ten Thousand Crows,The Moon,34,0.382,0.959,2,-3.131,1,0.105,2.16E-05,0.0294,0.37,0.0569,170.116,221535,4,8
grandson,In Over My Head,60,0.582,0.817,,-6.475,1,0.0399,0.0017,0.0158,0.575,0.622,155.124,198366,4,1
The OBGMs,All My Friends,30,0.516,0.923,7,-5.288,1,0.0345,3.47E-05,0.000145,0.0944,0.541,104.982,200117,4,6
DJ Jazzy Jeff & The Fresh Prince,Boom! Shake the Room,54,0.792,0.964,1,-5.405,1,0.154,0.0698,,0.302,0.621,99.771,226200,4,9
The Deviants,Charlie,15,0.689,0.494,3,-17.853,0,0.0631,0.159,0.046,0.0935,0.771,111.334,238320,4,2
Delta 5,Mind Your Own Business,47,0.871,0.61,7,-7.565,1,0.239,0.0307,0.000203,0.0674,0.788,134.507,193373,4,1
Bad Flamingo,Dead Man's Hand,27,0.676,0.604,4,-11.483,1,0.186,0.299,0.587,0.13,0.813,151.174,221973,4,2
Dudu Tassa,◊î◊ú◊ô◊ú◊î ◊ú◊ê - ◊¢◊ú◊ô◊™ ◊ú◊ô ◊ë◊ñ◊ô◊õ◊®◊ï◊ü,35,0.865,0.614,9,-6.194,0,0.0749,0.0138,,0.441,0.869,120.016,230307,4,10
Robert Plant,29 Palms - 2006 Remaster,58,0.657,0.658,7,-8.187,1,0.0258,0.0882,0.000131,0.136,0.827,116.817,291907,4,10
Polo G,GANG GANG (with Lil Wayne),40,0.752,0.563,3,-8.066,0,0.209,0.146,,0.103,0.551,145.05,178776,4,9
Dead Sara,Weatherman,42,0.381,0.918,,-3.104,1,0.0849,0.00587,0.000103,0.473,0.344,84.802,261267,4,10
YUNGBLUD,parents,77,0.618,0.823,7,-4.76,1,0.0447,0.0132,,0.288,0.58,82.004,171880,4,9
Metallica,King Nothing,57,0.527,0.907,8,-5.772,1,0.0377,8.39E-05,0.00755,0.0891,0.364,112.089,329760,4,8
Blahzay Blahzay,Danger - Original Mix,46,0.723,0.739,,-7.943,1,0.401,0.403,,0.365,0.805,177.886,225267,4,5
Seether,Bruised And Bloodied,56,0.629,0.88,2,-4.483,1,0.0371,7.54E-05,0.0332,0.064,0.454,121.008,217773,4,10
John Lennon,Beautiful Boy (Darling Boy) - Remastered 2010,66,0.574,0.469,2,-11.53,1,0.0403,0.733,1.96E-06,0.856,0.435,111.378,245693,4,10
The Smashing Pumpkins,Drown,62,0.432,0.415,2,-9.755,1,0.0357,0.00849,0.927,0.107,0.189,144,270400,4,10
Barns Courtney,Fire,65,0.548,0.64,10,-6.285,0,0.0306,0.21,0.000328,0.08,0.392,108.326,197520,4,2
Queens of the Stone Age,Feel Good Hit Of The Summer,49,0.432,0.642,1,-7.069,0,0.0342,0.177,0.0277,0.0936,0.422,165.534,265347,4,8
Arik Einstein,◊©◊ô◊® ◊©◊ú ◊ê◊ó◊®◊ô ◊û◊ú◊ó◊û◊î - ◊ô◊°◊û◊ô◊ü - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,24,0.429,0.4,2,-10.999,1,0.0264,0.328,,0.146,0.446,77.107,229376,4,10
Lauren Auder,Unseen,33,0.367,0.637,6,-6.565,1,0.0299,0.0521,0.0236,0.129,0.156,74.048,229040,4,6
Kate Stephenson,Exless,59,0.51,0.245,8,-12.5,1,0.0441,0.694,,0.127,0.157,133.878,205774,5,9
Johannes Bornlöf,The Joys And Sorrows Of Life,41,0.295,0.201,10,-14.954,0,0.0321,0.912,0.932,0.102,0.0373,101.923,2.790316667,4,7
Alma Zohar,Khulat Einaim,28,0.61,0.812,11,-5.289,0,0.0391,0.393,7.90E-05,0.344,0.586,94.026,202184,4,10
LILHUDDY,The Eulogy of You and Me,64,0.513,0.848,4,-4.644,1,0.0676,0.000161,,0.336,0.394,143.968,183362,4,10
YUNGBLUD,"god save me, but don't drown me out",63,0.373,0.871,2,-3.706,1,0.0622,0.00115,,0.4,0.201,127.413,217510,4,10
A Blaze of Feather,Labyrinth - Acoustic,31,0.219,0.386,2,-9.066,1,0.0315,0.643,,0.101,0.404,161.661,195000,4,1
Blondie,One Way Or Another - Remastered,66,0.45,0.914,2,-5.4,1,0.0607,0.0305,1.42E-05,0.152,0.904,162.487,215107,4,10
KALEO,No Good,65,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525,234240,4,2
Black Pistol Fire,Pick Your Poison,53,0.416,0.79,9,-5.345,1,0.0444,0.00714,3.50E-06,0.0682,0.616,154.051,225053,4,2
Sour Widows,Look the Other Way,30,0.536,0.477,5,-8.999,1,0.0301,0.889,0.00079,0.106,0.316,159.679,304720,4,10
Ramachandra Murthy,Enna Thavam Seithanai - Instrumental,18,0.365,0.512,9,-11.036,1,0.0546,0.625,0.0977,0.145,0.457,79.284,257561,4,6
Ghost Killer Track,Tonight (feat. D-Block Europe & OBOY),69,0.673,0.612,9,-7.419,1,0.241,0.232,1.11E-05,0.15,0.306,147.874,215173,4,5
Sanju,Astral,24,0.389,0.921,3,-6.123,1,0.0871,0.000432,,0.433,0.276,125.055,225000,4,8
Green Day,Welcome to Paradise,68,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,224133,4,10
John Leyton,Johnny Remember Me,37,0.345,0.727,7,-9.711,0,0.0778,0.252,1.70E-06,0.0882,0.509,143.874,160600,4,6
Wyldest,Hollow,1,0.638,0.737,2,-6.35,1,0.0352,0.195,0.0233,0.122,0.289,119.038,184433,4,6
Son Little,Blue Magic (Waikiki) - Eric Krasno Remix,38,0.735,0.684,6,-11.039,0,0.078,0.0426,0.000234,0.319,0.83,95.978,222500,4,2
Yuval Dayan,◊ë◊©◊¢◊î ◊ò◊ï◊ë◊î,30,0.618,0.447,5,-10.98,1,0.0299,0.355,,0.104,0.16,130.862,207160,3,9
